date,trend,seasonal,resid
2011-01-01,,0.014439034668604855,
2011-02-01,,0.007277214494056901,
2011-03-01,,0.00508050738902036,
2011-04-01,,-0.015912646447807197,
2011-05-01,,-0.011794410863488222,
2011-06-01,,-0.005830882536177211,
2011-07-01,0.527083684543601,-0.010217143310015435,-0.0718287601162928
2011-08-01,0.4985964880633933,0.0024264212771302656,-0.19631064275956683
2011-09-01,0.4789062649269515,0.003346204696103753,0.13311107995279836
2011-10-01,0.4591494504347423,0.004989878278980491,0.19817017559252778
2011-11-01,0.42099695818401095,0.007612338183097951,-0.018614185506680175
2011-12-01,0.3968449193832886,-0.0014165158295065118,0.1270549052590628
2012-01-01,0.38230128325139445,0.014439034668604855,-0.11701413097316071
2012-02-01,0.36987685758114436,0.007277214494056901,-0.04397403380915801
2012-03-01,0.34810700767812386,0.00508050738902036,0.1325463592704534
2012-04-01,0.29854504364735884,-0.015912646447807197,-0.00897433392967413
2012-05-01,0.2598463028741037,-0.011794410863488222,-0.1693553565514568
2012-06-01,0.23123431878027417,-0.005830882536177211,0.09832127030273687
2012-07-01,0.21004887915883802,-0.010217143310015435,-0.04880500885801559
2012-08-01,0.19174096206503882,0.0024264212771302656,0.10636972127927159
2012-09-01,0.15420227847478699,0.003346204696103753,-0.06048616930801262
2012-10-01,0.1208647001603875,0.004989878278980491,-0.1347309751585063
2012-11-01,0.11408465895313982,0.007612338183097951,0.030714236191459687
2012-12-01,0.10375599832787122,-0.0014165158295065118,-0.00895991440469783
2013-01-01,0.09141637051079834,0.014439034668604855,0.09452397157214573
2013-02-01,0.08727519746949794,0.007277214494056901,-0.12141557375340266
2013-03-01,0.07633171666334022,0.00508050738902036,-0.13656355582491705
2013-04-01,0.07317931262194458,-0.015912646447807197,-0.04282527633969206
2013-05-01,0.07211843873390932,-0.011794410863488222,0.11486819205022505
2013-06-01,0.0708769154309404,-0.005830882536177211,-0.08570486581586334
2013-07-01,0.0693944287155827,-0.010217143310015435,0.14008191344342474
2013-08-01,0.07746109309894471,0.0024264212771302656,0.07302896539597051
2013-09-01,0.09341554442237944,0.003346204696103753,-0.11472234975399472
2013-10-01,0.09913490202259703,0.004989878278980491,-0.07363595951582165
2013-11-01,0.09949760843793361,0.007612338183097951,-0.019524904111074423
2013-12-01,0.10870030419878328,-0.0014165158295065118,0.021125411270876082
2014-01-01,0.12063641631961895,0.014439034668604855,-0.005305386951745747
2014-02-01,0.11643036265509259,0.007277214494056901,0.1136385189767618
2014-03-01,0.11395504573025078,0.00508050738902036,-0.0554893110451534
2014-04-01,0.1217334333618979,-0.015912646447807197,-0.07281238852109685
2014-05-01,0.12086741502070716,-0.011794410863488222,0.056257161172956364
2014-06-01,0.11866476864048356,-0.005830882536177211,0.09723403382545669
2014-07-01,0.12816889737014517,-0.010217143310015435,0.13704738283805526
2014-08-01,0.12803810065035806,0.0024264212771302656,-0.13423326815326905
2014-09-01,0.12927747342416426,0.003346204696103753,-0.05330665895415612
2014-10-01,0.14190480462922395,0.004989878278980491,-0.027002178764540623
2014-11-01,0.14419694240601189,0.007612338183097951,-0.17441236162563858
2014-12-01,0.1379870145812537,-0.0014165158295065118,0.04916331130952502
2015-01-01,0.12563400174689754,0.014439034668604855,0.16047150671173538
2015-02-01,0.13039341809829824,0.007277214494056901,-0.07423813683209503
2015-03-01,0.15141369294203333,0.00508050738902036,0.11071058868006364
2015-04-01,0.16317041938135396,-0.015912646447807197,-0.014851972556119877
2015-05-01,0.17644483749599318,-0.011794410863488222,-0.04370635664385215
2015-06-01,0.17985857329534868,-0.005830882536177211,-0.06861194328208255
2015-07-01,0.17162078279139514,-0.010217143310015435,-0.09822463815506832
2015-08-01,0.1793851958365614,0.0024264212771302656,0.12046576466601853
2015-09-01,0.18360340922996846,0.003346204696103753,0.09080787348419042
2015-10-01,0.18542472299081114,0.004989878278980491,0.013198869173417022
2015-11-01,0.19413322993088813,0.007612338183097951,0.010516419301281499
2015-12-01,0.19897475757247857,-0.0014165158295065118,-0.16475984094896465
2016-01-01,0.2060506155159008,0.014439034668604855,0.03528333011511217
2016-02-01,0.20183630257341179,0.007277214494056901,0.08543645460440134
2016-03-01,0.19332177132420578,0.00508050738902036,-0.061077844171948954
2016-04-01,0.19278906986005018,-0.015912646447807197,0.12912126169524918
2016-05-01,0.19722335458348567,-0.011794410863488222,-0.029072591899562718
2016-06-01,0.21891904327875414,-0.005830882536177211,-0.026888031699099327
2016-07-01,0.23235051983272823,-0.010217143310015435,-0.0699181661206579
2016-08-01,0.22347983673855953,0.0024264212771302656,-0.11380859593145846
2016-09-01,0.2238549988794354,0.003346204696103753,0.0363872535492579
2016-10-01,0.217945180576681,0.004989878278980491,-0.01793739326672054
2016-11-01,0.21155968707432038,0.007612338183097951,0.09812860037456825
2016-12-01,0.2206244457605623,-0.0014165158295065118,0.22924836133267573
2017-01-01,0.23035950786135473,0.014439034668604855,-0.08232801540468737
2017-02-01,0.23839297538249812,0.007277214494056901,-0.07071415929038864
2017-03-01,0.23333063240154966,0.00508050738902036,0.027511127217431233
2017-04-01,0.22257295064211682,-0.015912646447807197,-0.17109609081964688
2017-05-01,0.21620930048226109,-0.011794410863488222,0.06912308987783643
2017-06-01,0.1955060125343939,-0.005830882536177211,0.0968975798388929
2017-07-01,0.18036927607953027,-0.010217143310015435,0.1153319872579259
2017-08-01,0.18577411203713987,0.0024264212771302656,-0.016568560347981615
2017-09-01,0.18689784039331175,0.003346204696103753,-0.10768613038943975
2017-10-01,0.1956157450687188,0.004989878278980491,-0.07276177756032455
2017-11-01,0.19896950682599915,0.007612338183097951,0.03514499658791709
2017-12-01,0.18291377533196107,-0.0014165158295065118,-0.1543460949525627
2018-01-01,0.16829894794345177,0.014439034668604855,0.037755996310327694
2018-02-01,0.16251009354046025,0.007277214494056901,0.07686133373716796
2018-03-01,0.1650945765645089,0.00508050738902036,0.05102405241707835
2018-04-01,0.1719037892807004,-0.015912646447807197,0.13352591338893222
2018-05-01,0.17208142996949177,-0.011794410863488222,-0.06021160028182785
2018-06-01,0.1680473433750486,-0.005830882536177211,-0.0875187461862423
